ID,PERIOD,GAME_CLOCK,GAME_CLOCK_SECONDS,SHOT_CLOCK,DRIBBLES,TOUCH_TIME,SHOT_DIST,PTS_TYPE,CLOSE_DEF_DIST,PLAYER,PLAYER_ID,DEFENDER,DEFENDER_ID,PLAYER_HEIGHT,DEFENDER_HEIGHT,HEIGHT_DIFF,PLAYER_AGE,DEFENDER_AGE,AGE_DIFF,PLAYER_WEIGHT,DEFENDER_WEIGHT,WEIGHT_DIFF,PLAYER_EXPERIENCE,DEFENDER_EXPERIENCE,EXPERIENCE_DIFF,SHOT_RESULT
14771,2,1:18,78.0,16.2,0,2.1,5.36448,0,0.7315200000000001,gay,133,ariza,16,200.0,200.0,0.0,29.0,30.0,-1.0,103.5,96.75,6.75,8.0,10.0,-2.0,0
9379,1,3:33,213.0,3.9,9,5.2,3.5966400000000003,0,0.57912,curry,88,price,278,187.5,185.0,2.5,27.0,29.0,-2.0,85.5,81.45,4.049999999999997,5.0,5.0,0.0,0
1186,1,1:43,103.0,12.5,0,1.0,0.21336,0,0.39624,aldridge,7,mcgee,232,207.5,210.0,-2.5,30.0,27.0,3.0,117.0,121.5,-4.5,8.0,6.0,2.0,0
18011,2,2:45,165.0,12.6,0,0.8,7.13232,1,1.524,green,144,parsons,268,202.5,205.0,-2.5,29.0,27.0,2.0,105.75,103.5,2.25,6.0,3.0,3.0,0
3477,2,4:21,261.0,21.5,2,2.8,0.36576,0,1.18872,james,179,hinrich,164,200.0,190.0,10.0,31.0,34.0,-3.0,112.5,85.5,27.0,11.0,11.0,0.0,1
10439,3,3:25,205.0,12.2,0,0.7,6.339840000000001,0,2.4384,gasol,132,mclemore,233,210.0,192.5,17.5,35.0,22.0,13.0,112.5,87.75,24.75,13.0,1.0,12.0,1
12359,1,7:38,458.0,7.8,0,0.6,5.76072,0,1.58496,harris,152,pierce,273,202.5,197.5,5.0,23.0,38.0,-15.0,105.75,105.75,0.0,3.0,16.0,-13.0,1
16081,1,10:08,608.0,4.0,3,5.4,2.8346400000000003,0,0.88392,lillard,210,joseph,188,187.5,187.5,0.0,25.0,24.0,1.0,87.75,86.85,0.9000000000000057,2.0,3.0,-1.0,0
2749,4,11:02,662.0,1.9,0,1.2,7.802880000000001,1,2.22504,butler,60,jefferson,180,197.5,205.0,-7.5,36.0,30.0,6.0,96.75,130.05,-33.30000000000001,11.0,10.0,1.0,1
15651,4,5:08,308.0,1.0,2,5.8,4.08432,0,1.3716000000000002,harden,150,beal,34,192.5,192.5,0.0,26.0,22.0,4.0,99.0,93.15,5.849999999999994,5.0,2.0,3.0,1
11293,1,9:06,546.0,12.2,2,4.5,2.4384,0,0.6096,thompson,319,middleton,237,197.5,200.0,-2.5,25.0,24.0,1.0,96.75,105.3,-8.549999999999997,3.0,2.0,1.0,0
9843,1,10:26,626.0,5.0,2,2.0,1.43256,0,0.24384,thompson,319,cousins,82,197.5,207.5,-10.0,25.0,25.0,0.0,96.75,121.5,-24.75,3.0,4.0,-1.0,1
15822,3,11:30,690.0,12.7,0,1.0,6.88848,1,3.1394400000000005,barnes,26,smart,305,200.0,190.0,10.0,23.0,21.0,2.0,94.5,99.0,-4.5,2.0,0.0,2.0,0
2394,4,8:31,511.0,13.5,0,1.3,7.0408800000000005,1,1.524,morris,246,koufos,198,202.5,210.0,-7.5,26.0,26.0,0.0,105.75,119.25,-13.5,3.0,6.0,-3.0,1
2863,1,4:47,287.0,20.0,5,4.6,7.89432,1,1.7373600000000002,curry,88,mozgov,249,187.5,212.5,-25.0,27.0,29.0,-2.0,85.5,123.75,-38.25,5.0,4.0,1.0,1
1146,3,9:35,575.0,15.5,11,7.8,1.88976,0,0.54864,johnson,185,chandler,72,197.5,212.5,-15.0,34.0,33.0,1.0,108.0,108.0,0.0,13.0,13.0,0.0,0
775,2,3:19,199.0,19.6,2,2.9,7.4676,1,2.0726400000000003,green,144,nowitzki,260,202.5,210.0,-7.5,29.0,37.0,-8.0,105.75,110.25,-4.5,6.0,16.0,-10.0,1
17566,2,4:13,253.0,17.4,0,1.1,6.91896,1,2.19456,harden,150,bass,29,192.5,200.0,-7.5,26.0,30.0,-4.0,99.0,112.5,-13.5,5.0,9.0,-4.0,0
2126,2,8:15,495.0,18.1,0,0.9,4.93776,0,1.15824,jefferson,180,rondo,289,197.5,182.5,15.0,35.0,29.0,6.0,104.85,83.7,21.14999999999999,13.0,8.0,5.0,0
15861,3,6:39,399.0,18.0,2,5.0,1.524,0,0.6400800000000001,hill,163,west,327,205.0,202.5,2.5,28.0,35.0,-7.0,105.75,112.5,-6.75,5.0,11.0,-6.0,1
10682,4,11:51,711.0,14.8,3,2.4,1.09728,0,0.39624,green,144,casspi,70,195.0,202.5,-7.5,28.0,27.0,1.0,96.75,101.25,-4.5,5.0,5.0,0.0,0
16526,1,8:32,512.0,14.1,6,6.3,7.71144,1,2.286,harden,150,smith,306,192.5,205.0,-12.5,26.0,24.0,2.0,99.0,112.5,-13.5,5.0,3.0,2.0,1
1984,4,8:08,488.0,10.1,0,1.0,5.8521600000000005,0,1.70688,aldridge,7,martin,222,207.5,197.5,10.0,30.0,31.0,-1.0,117.0,99.0,18.0,8.0,6.0,2.0,1
8895,3,2:33,153.0,6.0,4,3.8,3.5966400000000003,0,0.54864,aldridge,7,vucevic,324,207.5,210.0,-2.5,30.0,25.0,5.0,117.0,117.0,0.0,8.0,3.0,5.0,0
3072,3,6:22,382.0,15.8,2,2.3,1.2801600000000002,0,0.3048,johnson,185,lopez,213,202.5,210.0,-7.5,28.0,27.0,1.0,108.0,123.75,-15.75,9.0,6.0,3.0,1
2998,3,9:54,594.0,18.4,5,3.6,4.8768,0,1.0668,williams,328,watson,326,182.5,185.0,-2.5,33.0,31.0,2.0,89.1,78.75,10.349999999999994,11.0,7.0,4.0,0
10493,2,1:35,95.0,21.0,0,0.7,0.94488,0,2.62128,harris,152,mclemore,233,202.5,192.5,10.0,23.0,22.0,1.0,105.75,87.75,18.0,3.0,1.0,2.0,1
5371,3,11:42,702.0,6.6,4,2.9,6.8580000000000005,0,1.46304,butler,60,griffin,145,197.5,205.0,-7.5,26.0,26.0,0.0,99.0,112.95,-13.950000000000005,3.0,4.0,-1.0,0
8900,4,3:05,185.0,16.0,1,0.6,7.4676,1,1.12776,williams,328,teague,316,182.5,185.0,-2.5,33.0,27.0,6.0,89.1,83.7,5.399999999999992,11.0,5.0,6.0,0
20215,3,6:45,405.0,13.7,4,5.8,4.20624,0,1.12776,gay,133,derozan,98,200.0,197.5,2.5,29.0,26.0,3.0,103.5,99.45,4.049999999999997,8.0,5.0,3.0,0
6422,3,8:25,505.0,10.5,12,11.6,7.83336,1,1.3716000000000002,lillard,210,knight,196,187.5,187.5,0.0,25.0,24.0,1.0,87.75,85.05,2.700000000000003,2.0,3.0,-1.0,1
4369,4,7:22,442.0,16.6,12,7.1,0.97536,0,0.3048,williams,328,freeland,126,182.5,205.0,-22.5,33.0,28.0,5.0,89.1,112.5,-23.40000000000001,11.0,2.0,9.0,1
13197,1,5:48,348.0,13.9,0,0.7,6.583680000000001,0,1.7373600000000002,aldridge,7,ibaka,172,207.5,205.0,2.5,30.0,26.0,4.0,117.0,105.75,11.25,8.0,5.0,3.0,0
5771,4,2:56,176.0,21.2,1,2.0,2.1336,0,0.9144,chandler,72,diaw,99,200.0,200.0,0.0,28.0,33.0,-5.0,101.25,112.5,-11.25,7.0,11.0,-4.0,1
9778,1,6:35,395.0,18.9,6,5.3,2.37744,0,0.85344,harris,152,kidd-gilchrist,193,202.5,197.5,5.0,23.0,22.0,1.0,105.75,104.4,1.3499999999999943,3.0,2.0,1.0,1
6718,3,0:05,5.0,2.7,22,20.6,7.43712,1,0.97536,harden,150,rubio,292,192.5,197.5,-5.0,26.0,23.0,3.0,99.0,87.75,11.25,5.0,1.0,4.0,1
8979,4,11:46,706.0,10.1,2,2.8,4.6634400000000005,0,1.6459200000000005,butler,60,dedmon,95,197.5,210.0,-12.5,36.0,26.0,10.0,96.75,110.25,-13.5,11.0,1.0,10.0,1
3841,1,3:18,198.0,12.1,2,2.5,5.120640000000001,0,1.85928,anderson,12,prince,280,205.0,202.5,2.5,27.0,35.0,-8.0,108.0,95.4,12.599999999999994,6.0,12.0,-6.0,0
20173,2,8:57,537.0,19.7,2,2.6,3.5966400000000003,0,0.57912,anderson,12,muhammad,250,195.0,195.0,0.0,33.0,23.0,10.0,99.0,100.35,-1.3499999999999943,5.0,1.0,4.0,1
20208,1,5:08,308.0,1.7,4,7.0,7.25424,1,1.15824,chandler,72,green,144,200.0,195.0,5.0,28.0,28.0,0.0,101.25,96.75,4.5,7.0,5.0,2.0,0
12371,1,5:54,354.0,9.0,1,1.7,0.27432,0,0.67056,chandler,72,barnes,26,200.0,200.0,0.0,28.0,23.0,5.0,101.25,94.5,6.75,7.0,2.0,5.0,0
4822,3,2:19,139.0,5.6,0,6.9,6.583680000000001,0,1.18872,james,179,babbitt,21,200.0,202.5,-2.5,31.0,26.0,5.0,112.5,101.25,11.25,11.0,4.0,7.0,1
10851,1,3:26,206.0,4.7,0,0.9,7.58952,1,1.03632,butler,60,hill,163,197.5,187.5,10.0,35.0,29.0,6.0,102.6,84.6,18.0,12.0,6.0,6.0,1
7329,3,0:23,23.0,14.3,0,1.0,1.34112,0,0.88392,williams,328,horford,168,207.5,205.0,2.5,24.0,29.0,-5.0,112.5,110.25,2.25,0.0,7.0,-7.0,0
1045,3,6:03,363.0,19.4,0,0.8,7.498080000000001,1,1.40208,williams,328,matthews,223,182.5,192.5,-10.0,33.0,29.0,4.0,89.1,99.0,-9.900000000000006,11.0,5.0,6.0,0
15511,1,8:24,504.0,10.0,2,4.5,3.1699200000000003,0,0.88392,gay,133,chandler,72,200.0,212.5,-12.5,29.0,33.0,-4.0,103.5,108.0,-4.5,8.0,13.0,-5.0,1
11480,2,5:42,342.0,7.0,3,4.4,6.76656,0,1.03632,gay,133,barnes,26,200.0,200.0,0.0,29.0,23.0,6.0,103.5,94.5,9.0,8.0,2.0,6.0,0
8500,4,5:36,336.0,10.1,5,5.9,7.0408800000000005,0,1.61544,curry,88,bazemore,33,187.5,192.5,-5.0,27.0,26.0,1.0,85.5,90.45,-4.950000000000003,5.0,2.0,3.0,0
11596,1,3:33,213.0,17.1,0,0.5,0.8229600000000001,0,1.18872,johnson,185,randolph,282,202.5,205.0,-2.5,28.0,32.0,-4.0,108.0,108.0,0.0,9.0,7.0,2.0,0
6183,5,3:15,195.0,9.0,1,3.4,6.8580000000000005,0,1.18872,johnson,185,rose,290,197.5,187.5,10.0,28.0,27.0,1.0,96.75,85.5,11.25,4.0,5.0,-1.0,0
2615,4,11:15,675.0,10.8,4,4.7,3.10896,0,1.0668,barnes,26,perkins,272,200.0,205.0,-5.0,23.0,31.0,-8.0,94.5,121.5,-27.0,2.0,11.0,-9.0,0
10053,2,0:44,44.0,20.7,2,2.0,7.802880000000001,1,1.8288,green,144,babbitt,21,195.0,202.5,-7.5,28.0,26.0,2.0,96.75,101.25,-4.5,5.0,4.0,1.0,1
20278,2,11:25,685.0,7.9,2,3.1,5.60832,0,1.03632,anderson,12,smith,306,195.0,205.0,-10.0,33.0,24.0,9.0,99.0,112.5,-13.5,5.0,3.0,2.0,0
17488,1,10:22,622.0,18.9,0,0.8,5.24256,0,2.4384,aldridge,7,hill,163,207.5,187.5,20.0,30.0,29.0,1.0,117.0,84.6,32.400000000000006,8.0,6.0,2.0,0
2366,3,9:58,598.0,22.3,1,2.8,4.1148,0,1.31064,aldridge,7,dunleavy,109,207.5,202.5,5.0,30.0,35.0,-5.0,117.0,103.5,13.5,8.0,12.0,-4.0,0
19580,4,8:39,519.0,6.8,1,3.9,3.901440000000001,0,1.76784,anderson,12,mirotic,242,205.0,205.0,0.0,27.0,24.0,3.0,108.0,99.0,9.0,6.0,0.0,6.0,0
14946,4,11:02,662.0,4.7,3,4.0,0.42672,0,0.39624,johnson,185,gobert,137,202.5,212.5,-10.0,28.0,23.0,5.0,112.5,110.25,2.25,5.0,1.0,4.0,0
3178,2,11:06,666.0,17.3,7,6.8,5.8521600000000005,0,1.524,williams,328,bonner,46,182.5,205.0,-22.5,33.0,35.0,-2.0,89.1,105.75,-16.650000000000006,11.0,10.0,1.0,0
15411,3,4:09,249.0,9.2,0,0.8,5.425440000000001,0,2.04216,morris,246,griffin,145,202.5,205.0,-2.5,26.0,26.0,0.0,105.75,112.95,-7.200000000000003,3.0,4.0,-1.0,0
7494,4,7:54,474.0,20.1,0,1.1,9.20496,1,2.10312,james,179,casspi,70,200.0,202.5,-2.5,31.0,27.0,4.0,112.5,101.25,11.25,11.0,5.0,6.0,0
19764,2,0:05,5.0,3.5,2,2.8,1.0668,0,0.6400800000000001,gasol,132,frye,127,210.0,207.5,2.5,35.0,32.0,3.0,112.5,114.75,-2.25,13.0,8.0,5.0,1
16294,1,10:58,658.0,16.1,3,1.1,5.54736,0,1.55448,thompson,319,smart,305,197.5,190.0,7.5,25.0,21.0,4.0,96.75,99.0,-2.25,3.0,0.0,3.0,1
20258,3,4:59,299.0,16.8,0,2.4,8.8392,1,2.5603200000000004,lillard,210,mcgary,231,187.5,205.0,-17.5,25.0,23.0,2.0,87.75,114.75,-27.0,2.0,0.0,2.0,0
947,1,3:09,189.0,16.6,0,0.8,6.76656,1,1.79832,barnes,26,ellington,112,197.5,190.0,7.5,35.0,28.0,7.0,101.7,90.0,11.700000000000005,11.0,5.0,6.0,1
9949,3,4:38,278.0,16.3,0,0.7,6.797040000000001,1,4.75488,barnes,26,knight,196,197.5,187.5,10.0,35.0,24.0,11.0,101.7,85.05,16.650000000000006,11.0,3.0,8.0,0
7407,2,3:14,194.0,14.2,0,1.7,5.30352,0,1.43256,gasol,132,vucevic,324,212.5,210.0,2.5,30.0,25.0,5.0,114.75,117.0,-2.25,6.0,3.0,3.0,1
2624,1,8:36,516.0,6.0,1,1.3,1.88976,0,0.6400800000000001,johnson,185,nowitzki,260,202.5,210.0,-7.5,28.0,37.0,-9.0,108.0,110.25,-2.25,9.0,16.0,-7.0,0
7274,2,2:02,122.0,10.6,1,1.4,1.7373600000000002,0,0.70104,johnson,185,smith,306,202.5,205.0,-2.5,28.0,24.0,4.0,108.0,112.5,-4.5,9.0,3.0,6.0,0
16355,2,9:41,581.0,13.7,0,0.9,6.91896,1,0.6400800000000001,williams,328,sessions,300,182.5,187.5,-5.0,29.0,29.0,0.0,78.75,85.5,-6.75,9.0,7.0,2.0,0
5755,3,9:31,571.0,18.8,0,0.8,7.7724,1,2.04216,johnson,185,singler,303,197.5,200.0,-2.5,34.0,27.0,7.0,108.0,102.6,5.400000000000006,13.0,2.0,11.0,0
15583,2,3:39,219.0,0.8,0,1.1,7.89432,1,1.7373600000000002,green,144,lin,211,195.0,187.5,7.5,28.0,27.0,1.0,96.75,90.0,6.75,5.0,4.0,1.0,0
7779,1,4:44,284.0,21.2,1,1.1,0.85344,0,3.048,green,144,ariza,16,197.5,200.0,-2.5,25.0,30.0,-5.0,103.5,96.75,6.75,2.0,10.0,-8.0,1
9183,3,4:23,263.0,9.1,1,1.9,5.15112,0,1.3716000000000002,hill,163,papanikolaou,265,205.0,200.0,5.0,28.0,25.0,3.0,105.75,101.25,4.5,5.0,0.0,5.0,0
2972,3,0:27,27.0,7.2,0,1.0,0.97536,0,0.8229600000000001,davis,92,plumlee,274,205.0,207.5,-2.5,22.0,25.0,-3.0,113.85,110.25,3.5999999999999943,2.0,1.0,1.0,0
4682,1,10:56,656.0,12.5,0,0.7,1.0668,0,0.21336,harris,152,lowry,215,202.5,182.5,20.0,23.0,29.0,-6.0,105.75,88.2,17.549999999999997,3.0,8.0,-5.0,0
10869,3,0:47,47.0,14.9,0,0.6,3.53568,0,1.12776,davis,92,hairston,147,205.0,195.0,10.0,22.0,23.0,-1.0,113.85,103.5,10.349999999999994,2.0,0.0,2.0,0
13701,1,10:57,657.0,10.7,5,5.3,5.15112,0,0.8229600000000001,aldridge,7,gibson,135,207.5,202.5,5.0,30.0,30.0,0.0,117.0,101.25,15.75,8.0,5.0,3.0,1
6979,3,7:05,425.0,14.1,0,0.8,7.345680000000001,0,1.76784,williams,328,o'quinn,261,202.5,205.0,-2.5,29.0,25.0,4.0,106.65,112.5,-5.849999999999994,9.0,2.0,7.0,0
18937,4,8:13,493.0,23.6,0,1.9,1.09728,0,0.9144,davis,92,dieng,100,202.5,207.5,-5.0,29.0,25.0,4.0,130.05,108.45,21.60000000000001,7.0,1.0,6.0,1
16935,2,0:32,32.0,13.5,1,2.1,8.138160000000001,1,1.00584,williams,328,early,111,182.5,200.0,-17.5,29.0,24.0,5.0,78.75,94.5,-15.75,9.0,0.0,9.0,1
1558,2,6:51,411.0,11.9,0,0.9,5.486400000000001,0,1.58496,hill,163,ariza,16,205.0,200.0,5.0,28.0,30.0,-2.0,105.75,96.75,9.0,5.0,10.0,-5.0,1
2978,4,5:55,355.0,9.8,0,0.4,0.7924800000000001,0,1.03632,johnson,185,henson,160,202.5,207.5,-5.0,28.0,25.0,3.0,108.0,103.05,4.950000000000003,9.0,2.0,7.0,1
2046,1,2:10,130.0,2.4,2,3.8,3.1394400000000005,0,0.8229600000000001,morris,246,neal,253,205.0,190.0,15.0,26.0,31.0,-5.0,110.25,94.5,15.75,3.0,4.0,-1.0,1
16908,1,6:15,375.0,24.0,0,0.6,1.15824,0,1.76784,barnes,26,lee,206,200.0,192.5,7.5,23.0,30.0,-7.0,94.5,90.0,4.5,2.0,6.0,-4.0,1
602,3,6:23,383.0,15.1,0,0.8,0.8229600000000001,0,0.9144,hill,163,mozgov,249,197.5,212.5,-15.0,24.0,29.0,-5.0,101.25,123.75,-22.5,1.0,4.0,-3.0,1
7970,3,6:06,366.0,14.0,1,1.6,4.45008,0,1.0668,aldridge,7,dalembert,89,207.5,207.5,0.0,30.0,34.0,-4.0,117.0,114.75,2.25,8.0,12.0,-4.0,1
13106,1,8:04,484.0,14.3,0,0.9,4.69392,0,1.85928,gasol,132,redick,283,212.5,190.0,22.5,30.0,31.0,-1.0,114.75,85.5,29.25,6.0,8.0,-2.0,0
18009,4,0:44,44.0,17.8,7,6.8,4.63296,0,1.0668,williams,328,davis,92,207.5,205.0,2.5,24.0,22.0,2.0,112.5,113.85,-1.3499999999999943,0.0,2.0,-2.0,0
12823,1,9:51,591.0,5.9,0,0.6,0.27432,0,0.67056,johnson,185,james,179,197.5,205.0,-7.5,34.0,30.0,4.0,108.0,108.0,0.0,13.0,2.0,11.0,1
19832,3,6:48,408.0,18.8,0,1.8,1.46304,0,0.6096,gay,133,leonard,208,200.0,197.5,2.5,29.0,24.0,5.0,103.5,103.5,0.0,8.0,3.0,5.0,0
8152,3,11:11,671.0,8.5,0,0.6,6.15696,0,1.3716000000000002,aldridge,7,chandler,72,207.5,212.5,-5.0,30.0,33.0,-3.0,117.0,108.0,9.0,8.0,13.0,-5.0,1
15981,2,5:34,334.0,17.0,0,0.1,0.36576,0,0.762,chandler,72,livingston,212,212.5,197.5,15.0,33.0,30.0,3.0,108.0,86.4,21.599999999999994,13.0,9.0,4.0,1
15475,2,2:46,166.0,21.0,0,1.1,7.0408800000000005,0,1.6764,curry,88,redick,283,187.5,190.0,-2.5,27.0,31.0,-4.0,85.5,85.5,0.0,5.0,8.0,-3.0,1
19916,2,9:31,571.0,14.7,8,7.8,1.4935200000000002,0,0.85344,james,179,noel,257,200.0,207.5,-7.5,31.0,21.0,10.0,112.5,102.6,9.900000000000006,11.0,0.0,11.0,1
13490,2,6:12,372.0,16.6,0,0.6,6.339840000000001,0,1.18872,aldridge,7,gibson,135,207.5,202.5,5.0,30.0,30.0,0.0,117.0,101.25,15.75,8.0,5.0,3.0,0
14769,3,2:18,138.0,13.9,0,3.8,4.51104,0,0.6400800000000001,jefferson,180,hickson,162,205.0,202.5,2.5,30.0,27.0,3.0,130.05,108.9,21.15000000000001,10.0,6.0,4.0,0
5362,3,0:09,9.0,2.0,5,6.5,3.5052000000000003,0,0.7315200000000001,gay,133,aminu,9,200.0,202.5,-2.5,29.0,25.0,4.0,103.5,99.0,4.5,8.0,4.0,4.0,0
9319,3,2:09,129.0,13.0,2,3.0,3.23088,0,1.2801600000000002,johnson,185,prigioni,279,202.5,187.5,15.0,28.0,38.0,-10.0,112.5,83.25,29.25,5.0,2.0,3.0,1
12457,4,11:33,693.0,8.6,0,1.6,7.71144,1,0.7315200000000001,williams,328,thomas,318,202.5,172.5,30.0,29.0,26.0,3.0,106.65,83.25,23.40000000000001,9.0,3.0,6.0,0
19865,3,7:00,420.0,8.3,2,3.2,1.524,0,0.48768,johnson,185,green,144,202.5,195.0,7.5,28.0,28.0,0.0,108.0,96.75,11.25,9.0,5.0,4.0,0
13219,3,8:24,504.0,9.0,1,3.9,4.99872,0,1.46304,aldridge,7,acy,0,207.5,197.5,10.0,30.0,25.0,5.0,117.0,108.0,9.0,8.0,2.0,6.0,0
14710,4,7:16,436.0,16.7,7,6.6,7.498080000000001,1,1.58496,lillard,210,carter-williams,69,187.5,195.0,-7.5,25.0,24.0,1.0,87.75,85.5,2.25,2.0,1.0,1.0,0
5679,4,8:01,481.0,13.4,1,2.7,2.37744,0,0.57912,johnson,185,green,144,202.5,195.0,7.5,28.0,28.0,0.0,108.0,96.75,11.25,9.0,5.0,4.0,1
18867,2,5:39,339.0,4.8,1,1.0,1.524,0,1.09728,thompson,319,hibbert,161,197.5,215.0,-17.5,25.0,29.0,-4.0,96.75,121.5,-24.75,3.0,6.0,-3.0,0
6761,4,10:18,618.0,14.8,8,7.0,1.2192,0,0.6400800000000001,williams,328,holiday,165,182.5,190.0,-7.5,29.0,25.0,4.0,78.75,92.25,-13.5,9.0,5.0,4.0,1
20068,3,0:36,36.0,18.4,0,0.7,6.736080000000001,1,0.85344,butler,60,morris,246,197.5,190.0,7.5,36.0,24.0,12.0,96.75,85.5,11.25,11.0,3.0,8.0,1
3836,2,1:57,117.0,8.8,0,0.6,7.315200000000001,1,1.3716000000000002,harris,152,nelson,254,202.5,180.0,22.5,23.0,33.0,-10.0,105.75,85.5,20.25,3.0,10.0,-7.0,1
7288,3,4:35,275.0,7.1,8,7.8,3.1394400000000005,0,0.6400800000000001,butler,60,turner,320,197.5,207.5,-10.0,26.0,26.0,0.0,99.0,114.75,-15.75,3.0,1.0,2.0,1
14509,2,5:38,338.0,24.0,0,0.1,0.762,0,0.39624,gasol,132,plumlee,274,210.0,207.5,2.5,35.0,25.0,10.0,112.5,110.25,2.25,13.0,1.0,12.0,1
9153,2,9:54,594.0,9.0,2,2.6,1.24968,0,0.7924800000000001,chandler,72,jefferson,180,200.0,205.0,-5.0,28.0,30.0,-2.0,101.25,130.05,-28.80000000000001,7.0,10.0,-3.0,1
12793,4,10:26,626.0,4.0,8,9.2,5.7912,0,0.97536,johnson,185,hansbrough,149,197.5,202.5,-5.0,34.0,30.0,4.0,108.0,112.5,-4.5,13.0,5.0,8.0,0
569,2,5:27,327.0,19.6,6,5.1,6.03504,0,1.24968,green,144,copeland,81,197.5,202.5,-5.0,29.0,31.0,-2.0,92.25,107.55,-15.299999999999995,7.0,2.0,5.0,0
273,1,11:20,680.0,2.4,1,3.9,1.2192,0,0.6096,jefferson,180,len,207,205.0,212.5,-7.5,30.0,22.0,8.0,130.05,117.0,13.050000000000011,10.0,1.0,9.0,1
15034,1,7:48,468.0,14.3,0,1.2,3.01752,0,1.0668,davis,92,adams,1,205.0,192.5,12.5,22.0,21.0,1.0,113.85,94.05,19.8,2.0,0.0,2.0,1
5978,1,5:59,359.0,4.2,8,8.0,3.99288,0,0.7315200000000001,gasol,132,gortat,141,210.0,207.5,2.5,35.0,31.0,4.0,112.5,108.0,4.5,13.0,7.0,6.0,0
4046,2,1:02,62.0,21.2,0,1.0,5.9436,0,2.46888,gasol,132,vucevic,324,210.0,210.0,0.0,35.0,25.0,10.0,112.5,117.0,-4.5,13.0,3.0,10.0,1
4766,4,0:40,40.0,21.0,0,1.1,1.31064,0,0.67056,gasol,132,evans,115,212.5,202.5,10.0,30.0,28.0,2.0,114.75,90.0,24.75,6.0,4.0,2.0,1
8315,4,9:56,596.0,0.2,1,3.2,4.54152,0,2.5298400000000005,butler,60,dudley,107,197.5,197.5,0.0,35.0,30.0,5.0,102.6,101.25,1.3499999999999943,12.0,7.0,5.0,0
10422,3,6:23,383.0,10.0,0,1.1,1.03632,0,0.6400800000000001,green,144,derozan,98,202.5,197.5,5.0,29.0,26.0,3.0,105.75,99.45,6.299999999999997,6.0,5.0,1.0,1
5230,4,1:56,116.0,0.7,0,0.6,7.58952,0,1.55448,gay,133,durant,110,200.0,202.5,-2.5,29.0,27.0,2.0,103.5,108.0,-4.5,8.0,7.0,1.0,0
11789,4,5:35,335.0,14.5,10,8.7,0.97536,0,1.09728,lillard,210,barea,24,187.5,180.0,7.5,25.0,31.0,-6.0,87.75,83.25,4.5,2.0,8.0,-6.0,1
15060,1,6:39,399.0,10.1,3,3.5,1.92024,0,0.0,johnson,185,evans,115,197.5,202.5,-5.0,34.0,28.0,6.0,108.0,90.0,18.0,13.0,4.0,9.0,0
16983,1,8:43,523.0,11.6,1,3.2,2.92608,0,0.9144,jefferson,180,dalembert,89,205.0,207.5,-2.5,30.0,34.0,-4.0,130.05,114.75,15.300000000000011,10.0,12.0,-2.0,0
8301,4,9:51,591.0,14.4,0,2.3,7.650480000000001,1,0.88392,green,144,afflalo,3,195.0,192.5,2.5,28.0,30.0,-2.0,96.75,94.5,2.25,5.0,7.0,-2.0,0
18409,1,0:46,46.0,14.5,3,3.4,1.79832,0,0.762,gasol,132,kaman,189,210.0,210.0,0.0,35.0,33.0,2.0,112.5,119.25,-6.75,13.0,11.0,2.0,0
9227,2,7:23,443.0,10.0,5,6.3,3.5052000000000003,0,0.85344,green,144,payton,271,202.5,190.0,12.5,29.0,21.0,8.0,105.75,83.25,22.5,6.0,0.0,6.0,0
19509,1,10:31,631.0,21.6,1,3.7,1.40208,0,2.34696,davis,92,o'quinn,261,205.0,205.0,0.0,22.0,25.0,-3.0,113.85,112.5,1.3499999999999943,2.0,2.0,0.0,1
1036,4,4:34,274.0,12.4,3,3.0,6.126480000000001,0,0.88392,williams,328,carroll,67,182.5,200.0,-17.5,29.0,29.0,0.0,78.75,96.75,-18.0,9.0,5.0,4.0,0
18931,3,1:18,78.0,11.3,0,0.9,6.15696,0,4.2672,gasol,132,mozgov,249,210.0,212.5,-2.5,35.0,29.0,6.0,112.5,123.75,-11.25,13.0,4.0,9.0,0
1072,3,0:39,39.0,13.0,1,1.4,6.5532,0,0.9144,williams,328,blake,42,182.5,187.5,-5.0,29.0,35.0,-6.0,78.75,77.4,1.3499999999999943,9.0,11.0,-2.0,0
2144,2,8:33,513.0,8.6,2,3.9,2.4384,0,0.88392,gay,133,livingston,212,200.0,197.5,2.5,29.0,30.0,-1.0,103.5,86.4,17.099999999999994,8.0,9.0,-1.0,0
937,4,11:41,701.0,6.1,0,0.7,6.82752,1,1.88976,harris,152,bonner,46,187.5,205.0,-17.5,32.0,35.0,-3.0,86.4,105.75,-19.349999999999994,10.0,10.0,0.0,0
16653,4,10:37,637.0,16.0,0,1.2,6.583680000000001,1,1.00584,williams,328,harris,152,202.5,187.5,15.0,29.0,32.0,-3.0,106.65,86.4,20.25,9.0,10.0,-1.0,0
19889,2,5:53,353.0,9.6,0,4.2,2.1336,0,0.6096,johnson,185,vucevic,324,202.5,210.0,-7.5,28.0,25.0,3.0,108.0,117.0,-9.0,9.0,3.0,6.0,1
10350,4,7:33,453.0,6.8,0,0.8,8.138160000000001,1,2.0726400000000003,anderson,12,gooden,138,205.0,205.0,0.0,27.0,34.0,-7.0,108.0,112.5,-4.5,6.0,12.0,-6.0,1
